GameID,Date,Hometeam,Awayteam,Homescore,Awayscore,HFTA,AFTA,Ref,Ref,Ref
148,2015-11-15,MIN,MEM,106,114,21,27,Sean Corbin,Marat Kogut,Ken Mauer
149,2015-11-15,NYK,NOP,95,87,19,19,Mark Lindsay,J.T. Orr,Bill Spooner
150,2015-11-15,OKC,BOS,85,100,29,20,Lauren Holtkamp,David Jones,Zach Zarba
151,2015-11-15,SAC,TOR,107,101,24,14,Mitchell Ervin,Monty McCutchen,James Williams
152,2015-11-16,CHI,IND,96,95,32,24,John Goble,Michael Smith,Haywoode Workman
153,2015-11-16,HOU,BOS,95,111,23,17,Brian Forte,Ed Malloy,Eli Roe
154,2015-11-16,MEM,OKC,122,114,39,31,Dan Crawford,Gediminas Petraitis,Scott Wall
155,2015-11-16,PHI,DAL,86,92,20,30,Mark Lindsay,J.T. Orr,Sean Wright
156,2015-11-16,PHO,LAL,120,101,25,20,Kane Fitzgerald,Jason Phillips,Dedric Taylor
157,2015-11-16,SAS,POR,93,80,13,13,Mark Ayotte,Mike Callahan,Tyler Ford
158,2015-11-17,BRK,ATL,90,88,13,14,Curtis Blair,Sean Corbin,Bill Spooner
159,2015-11-17,DET,CLE,104,99,31,20,David Jones,Aaron Smith,Michael Smith
160,2015-11-17,GSW,TOR,115,110,27,39,Bill Kennedy,Josh Tiven,Leon Wood
161,2015-11-17,MIA,MIN,91,103,30,35,Matt Boland,Justin Van Duyne,Tom Washington
162,2015-11-17,NOP,DEN,98,115,11,13,Lauren Holtkamp,Courtney Kirkland,Derrick Stafford
163,2015-11-17,NYK,CHO,102,94,21,25,Sean Corbin,David Guthrie,Marat Kogut
164,2015-11-17,WAS,MIL,115,86,41,24,Ken Mauer,Leroy Richardson,Ben Taylor
165,2015-11-18,ATL,SAC,103,97,24,18,Pat Fraher,Kevin Scott,Sean Wright
166,2015-11-18,BOS,DAL,102,106,24,35,Tony Brothers,Tony Brown,Ben Taylor
167,2015-11-18,CHO,BRK,116,111,36,22,John Goble,Eric Lewis,Aaron Smith
