GameID,Date,Hometeam,Awayteam,Homescore,Awayscore,HFTA,AFTA,Ref,Ref,Ref
61,2015-05-13,GSW,MEM,98,78,10,10,Ed Malloy,Ken Mauer,Bill Spooner
62,2015-05-14,CHI,CLE,73,94,10,20,Dan Crawford,Marc Davis,Sean Wright
63,2015-05-14,LAC,HOU,107,119,32,47,Scott Foster,Pat Fraher,Jason Phillips
64,2015-05-15,MEM,GSW,95,108,30,14,Joe Crawford,John Goble,Zach Zarba
65,2015-05-15,WAS,ATL,91,94,25,19,James Capers,Monty McCutchen,Derrick Stafford
66,2015-05-17,HOU,LAC,113,100,41,17,Tony Brothers,Mike Callahan,Ken Mauer
67,2015-05-19,GSW,HOU,110,106,22,28,Dan Crawford,Marc Davis,Sean Wright
68,2015-05-20,ATL,CLE,89,97,23,20,Scott Foster,Pat Fraher,Jason Phillips
69,2015-05-21,GSW,HOU,99,98,13,19,James Capers,John Goble,Monty McCutchen
70,2015-05-22,ATL,CLE,82,94,13,26,Mike Callahan,Joe Crawford,Bill Spooner
71,2015-05-23,HOU,GSW,80,115,31,20,Scott Foster,Jason Phillips,Zach Zarba
72,2015-05-24,CLE,ATL,114,111,29,32,Tony Brothers,John Goble,Ed Malloy
73,2015-05-25,HOU,GSW,128,115,43,13,Mike Callahan,Joe Crawford,Tom Washington
74,2015-05-26,CLE,ATL,118,88,30,18,Dan Crawford,Marc Davis,Eric Lewis
75,2015-05-27,GSW,HOU,104,90,31,44,Tony Brothers,Ed Malloy,Ken Mauer
76,2015-06-04,GSW,CLE,108,100,22,19,James Capers,Monty McCutchen,Jason Phillips
77,2015-06-07,GSW,CLE,93,95,25,40,Tony Brothers,Scott Foster,Zach Zarba
78,2015-06-09,CLE,GSW,96,91,24,12,Dan Crawford,Marc Davis,Ed Malloy
79,2015-06-11,CLE,GSW,82,103,28,27,Mike Callahan,Joe Crawford,Jason Phillips
80,2015-06-14,GSW,CLE,104,91,34,21,James Capers,Monty McCutchen,Jason Phillips
81,2015-06-16,CLE,GSW,97,105,39,29,Marc Davis,Scott Foster,Derrick Stafford
