GameID,Date,Hometeam,Awayteam,Homescore,Awayscore
1081,2017-03-25,CLE,WAS,115,127
1082,2017-03-25,DAL,TOR,86,94
1083,2017-03-25,LAC,UTA,108,95
1084,2017-03-25,POR,MIN,112,100
1085,2017-03-25,SAS,NYK,106,98
1086,2017-03-26,ATL,BRK,92,107
1087,2017-03-26,BOS,MIA,112,108
1088,2017-03-26,CHO,PHO,120,106
1089,2017-03-26,DEN,NOP,90,115
1090,2017-03-26,GSW,MEM,106,94
1091,2017-03-26,HOU,OKC,137,125
1092,2017-03-26,IND,PHI,107,94
1093,2017-03-26,LAC,SAC,97,98
1094,2017-03-26,LAL,POR,81,97
1095,2017-03-26,MIL,CHI,94,109
1096,2017-03-27,DAL,OKC,91,92
1097,2017-03-27,NYK,DET,109,95
1098,2017-03-27,SAC,MEM,91,90
1099,2017-03-27,SAS,CLE,103,74
1100,2017-03-27,TOR,ORL,131,112
1101,2017-03-27,UTA,NOP,108,100
1102,2017-03-28,ATL,PHO,95,91
1103,2017-03-28,BRK,PHI,101,106
1104,2017-03-28,CHO,MIL,108,118
1105,2017-03-28,DET,MIA,96,97
1106,2017-03-28,HOU,GSW,106,113
1107,2017-03-28,IND,MIN,114,115
1108,2017-03-28,LAL,WAS,108,119
1109,2017-03-28,POR,DEN,122,113
1110,2017-03-29,BOS,MIL,100,103
1111,2017-03-29,LAC,WAS,133,124
1112,2017-03-29,MEM,IND,110,97
1113,2017-03-29,NOP,DAL,121,118
1114,2017-03-29,NYK,MIA,88,105
1115,2017-03-29,ORL,OKC,106,114
1116,2017-03-29,PHI,ATL,92,99
1117,2017-03-29,SAC,UTA,82,112
1118,2017-03-29,SAS,GSW,98,110
1119,2017-03-29,TOR,CHO,106,110
1120,2017-03-30,CHI,CLE,99,93
1121,2017-03-30,DET,BRK,90,89
1122,2017-03-30,MIN,LAL,119,104
1123,2017-03-30,PHO,LAC,118,124
1124,2017-03-30,POR,HOU,117,107
1125,2017-03-31,BOS,ORL,117,116
1126,2017-03-31,CHO,DEN,122,114
1127,2017-03-31,CLE,PHI,122,105
1128,2017-03-31,GSW,HOU,107,98
1129,2017-03-31,MEM,DAL,99,90
1130,2017-03-31,MIA,NYK,94,98
1131,2017-03-31,MIL,DET,108,105
1132,2017-03-31,NOP,SAC,117,89
1133,2017-03-31,OKC,SAS,95,100
1134,2017-03-31,TOR,IND,111,100
1135,2017-03-31,UTA,WAS,95,88
1136,2017-04-01,BRK,ORL,121,111
1137,2017-04-01,CHI,ATL,106,104
1138,2017-04-01,LAC,LAL,115,104
1139,2017-04-01,MIN,SAC,117,123
1140,2017-04-01,POR,PHO,130,117
1141,2017-04-02,BRK,ATL,91,82
1142,2017-04-02,CLE,IND,135,130
1143,2017-04-02,GSW,WAS,139,115
1144,2017-04-02,LAL,MEM,108,103
1145,2017-04-02,MIA,DEN,113,116
1146,2017-04-02,MIL,DAL,105,109
1147,2017-04-02,NOP,CHI,110,117
1148,2017-04-02,NYK,BOS,94,110
1149,2017-04-02,OKC,CHO,101,113
1150,2017-04-02,PHO,HOU,116,123
1151,2017-04-02,SAS,UTA,109,103
1152,2017-04-02,TOR,PHI,113,105
1153,2017-04-03,MIN,POR,110,109
1154,2017-04-04,CLE,ORL,122,102
1155,2017-04-04,GSW,MIN,121,107
1156,2017-04-04,IND,TOR,108,90
1157,2017-04-04,NOP,DEN,131,134
1158,2017-04-04,NYK,CHI,100,91
1159,2017-04-04,OKC,MIL,110,79
1160,2017-04-04,PHI,BRK,118,141
1161,2017-04-04,SAC,DAL,98,87
1162,2017-04-04,SAS,MEM,95,89
1163,2017-04-04,UTA,POR,106,87
1164,2017-04-04,WAS,CHO,118,111
1165,2017-04-05,BOS,CLE,91,114
1166,2017-04-05,CHO,MIA,99,112
1167,2017-04-05,DET,TOR,102,105
1168,2017-04-05,HOU,DEN,110,104
