GameID,Date,Hometeam,Awayteam,Homescore,Awayscore,HFTA,AFTA,Ref,Ref,Ref
148,2016-11-14,LAC,BRK,127,95,21,22,Tyler Ford,James Williams,Sean Wright
149,2016-11-14,NOP,BOS,106,105,36,20,John Goble,Marat Kogut,Leon Wood
150,2016-11-14,NYK,DAL,93,77,18,11,Ron Garretson,Ed Malloy,Justin Van Duyne
151,2016-11-14,SAS,MIA,94,90,27,21,Rodney Mott,Jason Phillips,Aaron Smith
152,2016-11-14,UTA,MEM,96,102,22,26,Dan Crawford,Kevin Scott,C.J. Washington
153,2016-11-15,CLE,TOR,121,117,28,18,Steve Anderson,Brent Barnaky,Tom Washington
154,2016-11-15,LAL,BRK,125,118,43,20,Karl Lane,Tre Maddox,Monty McCutchen
155,2016-11-15,MIA,ATL,90,93,14,19,Sean Corbin,Ken Mauer,Phenizee Ransom
156,2016-11-15,MIN,CHO,108,115,21,22,Marc Davis,Jason Goldenberg,Josh Tiven
157,2016-11-15,POR,CHI,88,113,18,28,Tyler Ford,Kevin Scott,Sean Wright
158,2016-11-16,ATL,MIL,107,100,31,18,Tony Brothers,Tony Brown,Lauren Holtkamp
159,2016-11-16,BOS,DAL,90,83,23,10,Steve Anderson,James Capers,Pat Fraher
160,2016-11-16,DEN,PHO,120,104,24,29,Kevin Cutler,Kane Fitzgerald,Eric Lewis
161,2016-11-16,IND,CLE,103,93,11,20,Curtis Blair,Scott Foster,Josh Tiven
162,2016-11-16,LAC,MEM,107,111,34,19,Mike Callahan,Rodney Mott,J.T. Orr
163,2016-11-16,NYK,DET,105,102,19,12,Mitchell Ervin,Brian Forte,Courtney Kirkland
164,2016-11-16,OKC,HOU,105,103,14,14,Jason Phillips,Leroy Richardson,Aaron Smith
165,2016-11-16,ORL,NOP,89,82,19,19,Michael Smith,Dedric Taylor,Gary Zielinski
166,2016-11-16,PHI,WAS,109,102,22,25,Eric Dalen,Derrick Stafford,Vladimir Voyard-Tadal
167,2016-11-16,SAC,SAS,105,110,31,17,Bill Kennedy,Karl Lane,Derek Richardson
168,2016-11-16,TOR,GSW,121,127,41,28,Ron Garretson,Marat Kogut,Ed Malloy
169,2016-11-17,HOU,POR,126,109,25,21,John Goble,Mark Lindsay,Dedric Taylor
170,2016-11-17,MIA,MIL,96,73,21,13,Bill Spooner,Ben Taylor,Gary Zielinski
171,2016-11-17,MIN,PHI,110,86,20,19,Matt Boland,Ken Mauer,James Williams
172,2016-11-17,UTA,CHI,77,85,14,16,Kevin Cutler,Monty McCutchen,Rodney Mott
173,2016-11-17,WAS,NYK,119,112,18,20,Bennie Adams,Sean Corbin,Brett Nansel
174,2016-11-18,BOS,GSW,88,104,19,12,Derrick Collins,Lauren Holtkamp,Zach Zarba
175,2016-11-18,CHO,ATL,100,96,24,17,Steve Anderson,James Capers,Leroy Richardson
176,2016-11-18,CLE,DET,104,81,14,20,Tony Brothers,Ron Garretson,Aaron Smith
177,2016-11-18,DAL,MEM,64,80,22,12,Bill Kennedy,Mark Lindsay,Tre Maddox
178,2016-11-18,DEN,TOR,111,113,39,31,Marc Davis,Karl Lane,Scott Twardoski
179,2016-11-18,IND,PHO,96,116,29,18,Dan Crawford,Marat Kogut,C.J. Washington
180,2016-11-18,LAL,SAS,107,116,21,19,Mike Callahan,Tyler Ford,Courtney Kirkland
181,2016-11-18,NOP,POR,113,101,20,26,Nick Buchert,Vladimir Voyard-Tadal,Tom Washington
182,2016-11-18,OKC,BRK,124,105,24,30,Pat Fraher,Eric Lewis,Justin Van Duyne
183,2016-11-18,SAC,LAC,115,121,35,34,Kane Fitzgerald,Scott Foster,Leon Wood
184,2016-11-19,DET,BOS,92,94,16,17,Brent Barnaky,Jacyn Goble,Ken Mauer
185,2016-11-19,HOU,UTA,111,102,20,17,Ed Malloy,Josh Tiven,James Williams
186,2016-11-19,LAC,CHI,102,95,23,24,Mark Ayotte,Marc Davis,Scott Twardoski
187,2016-11-19,MEM,MIN,93,71,38,22,Sean Corbin,Ben Taylor,Gary Zielinski
188,2016-11-19,MIL,GSW,121,124,25,32,J.T. Orr,Jason Phillips,Michael Smith
189,2016-11-19,NOP,CHO,121,116,25,28,Curtis Blair,Tony Brown,Eric Lewis
190,2016-11-19,ORL,DAL,95,87,22,27,Mitchell Ervin,Kevin Scott,Bill Spooner
191,2016-11-19,PHI,PHO,120,105,20,34,Brian Forte,Tre Maddox,Tom Washington
192,2016-11-19,WAS,MIA,111,114,22,26,Matt Boland,Monty McCutchen,Gediminas Petraitis
193,2016-11-20,BRK,POR,109,129,31,21,James Capers,Eric Dalen,C.J. Washington
194,2016-11-20,DEN,UTA,105,91,30,23,Bennie Adams,Tyler Ford,Pat Fraher
195,2016-11-20,LAL,CHI,110,118,21,28,Kane Fitzgerald,Scott Foster,Phenizee Ransom
196,2016-11-20,NYK,ATL,104,94,14,29,Bill Kennedy,Rodney Mott,Haywoode Workman
197,2016-11-20,OKC,IND,111,115,18,31,Tony Brothers,Nick Buchert,Lauren Holtkamp
198,2016-11-20,SAC,TOR,102,99,25,24,Mike Callahan,Kevin Cutler,Courtney Kirkland
199,2016-11-21,CHO,MEM,90,105,33,17,Bill Spooner,Josh Tiven,Haywoode Workman
200,2016-11-21,DET,HOU,96,99,24,27,Tony Brown,Bill Kennedy,Ben Taylor
201,2016-11-21,IND,GSW,83,120,12,32,Ken Mauer,Kevin Scott,Leon Wood
202,2016-11-21,LAC,TOR,123,115,42,32,Mitchell Ervin,John Goble,Derrick Stafford
203,2016-11-21,MIL,ORL,93,89,21,24,Karl Lane,Justin Van Duyne,Tom Washington
204,2016-11-21,MIN,BOS,93,99,25,14,Ed Malloy,Gediminas Petraitis,Leroy Richardson
205,2016-11-21,PHI,MIA,101,94,20,28,Marat Kogut,J.T. Orr,Jason Phillips
206,2016-11-21,SAS,DAL,96,91,25,20,Mark Ayotte,Dan Crawford,Gary Zielinski
